Rank,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
749,Cameron Wallace,UALR,20,31.4,12.3,4.9,10.2,0.48,0,0.5,0,2.5,4,0.62,3.8,3.9,7.7,2.1,1.2,0.4,1.7,2.8
750,Brandon Maclin,DEP,20,29,12.3,4.3,9.6,0.45,0.8,2.7,0.283,2.9,4.1,0.707,1.5,3.2,4.7,3,1.3,0.3,1.9,2.5
751,"Rob Whaley, Jr.",KENT,16,25.6,12.3,4.6,8.4,0.545,0.3,0.8,0.308,2.9,4.8,0.597,1.8,2.9,4.7,1.5,1,0.6,2.5,3.3
752,David Fuchs,SANFR,17,24.3,12.2,4.3,8.6,0.497,0.4,1.5,0.269,3.2,5.2,0.618,2.4,5.6,7.9,1.5,0.4,0.2,2.1,1.8
753,Kevin De Kovachich,UNA,18,32.4,12.2,3.8,9.3,0.413,1.2,3.4,0.344,3.4,4.2,0.813,0.4,2,2.4,2,1.7,0.1,2.1,1.6
754,Jan Vide,LOYMR,18,29.2,12.2,4.7,11.1,0.427,0.3,1.2,0.238,2.5,3.3,0.75,0.3,3.1,3.4,3.2,0.7,0.2,2.2,1.9
755,Brandin Cummings,PITT,9,25.3,12.2,4.4,10.7,0.417,1.4,4.9,0.295,1.9,3.3,0.567,0.2,1.1,1.3,1.9,0.8,0,1.2,2.4
756,Josh Reed,PENST,20,30.2,12.2,4,7.9,0.5,1.2,2.8,0.418,3.2,3.7,0.863,1.2,3,4.2,0.9,0.9,0.1,1.3,1.8
757,B.J. Ward,SEMO,20,31.4,12.2,4.3,10.4,0.411,2,5,0.404,1.7,2.1,0.829,0.8,1.6,2.4,3.4,0.9,0.2,2.1,2
758,Cardell Bailey,USI,20,23.2,12.2,4.5,11.7,0.382,1.9,5.7,0.325,1.5,2.1,0.69,1.6,2.9,4.4,0.7,1.2,0.3,1.5,2.2
759,Joe Nugent,HC,10,29.6,12.2,4.1,8.6,0.477,2.6,5.5,0.473,1.4,1.7,0.824,0.8,2.2,3,0.4,1.1,0.3,0.8,1.9
760,Ace Valentine,UMBC,16,33.6,12.2,4.5,8.6,0.522,0.9,2.8,0.333,2.3,3.1,0.735,0.2,3.6,3.8,3.5,0.8,0,1.3,1.4
761,Aaron Davis III,BRYNT,16,29.6,12.2,3.9,10.2,0.387,2.3,6.6,0.343,2.1,2.7,0.767,1,3.4,4.4,0.7,1.3,0.4,1.5,2.8
762,Christian Moore,CTDL,16,25.5,12.2,4.1,9.3,0.443,2.3,5.7,0.407,1.6,2.5,0.65,1.7,1.6,3.3,0.8,0.4,0.1,0.9,2.6
763,Avantae Parker,QUC,18,23.2,12.2,4.7,6.6,0.706,0.1,0.2,0.333,2.8,4.7,0.595,2.4,3.7,6.1,1,0.8,1.6,1.4,3.4
764,Josiah Parker,FAU,18,26.3,12.2,4.8,9.4,0.509,0.1,0.8,0.067,2.6,4.3,0.597,2.4,5.9,8.3,1.2,0.4,0.4,1.6,2.2
765,"Silas Demary, Jr.",UConn,20,31.3,12.2,3.6,7.8,0.458,1.3,2.8,0.473,3.8,4.6,0.815,1,3.7,4.7,7.4,1.6,0.3,2.7,2.5
766,Colin Porter,LBRTY,20,35.1,12.2,3.5,8.5,0.414,2.1,5.7,0.36,3.1,3.4,0.912,0.2,3.1,3.3,3.6,1.4,0.1,1.3,2.2
767,Michael Houge,OAKL,20,27.3,12.2,4.9,9.5,0.513,0.1,0.6,0.167,2.4,3.5,0.681,2.3,3.8,6,0.8,0.7,0.4,1.9,2.7
768,Chandler Pigge,HAR,14,34.2,12.1,4.4,9.4,0.466,0.9,2.9,0.325,2.5,3.3,0.761,1.9,4.6,6.5,2.9,1.9,0.3,2.1,2
769,Nathan Claerbaut,CMU,18,30.8,12.1,5.2,9.1,0.577,0,0.1,0,1.7,2.6,0.638,1.7,3.2,4.9,1.8,0.5,2.4,1.5,2.3
770,Blue Cain,UGA,18,29.9,12.1,4.5,9.9,0.455,1.2,4.1,0.301,1.9,2.1,0.919,1.4,3.4,4.8,2.8,1.1,0.2,1.2,1.7
771,Isaiah Malone,FGCU,18,25.9,12.1,4,6.7,0.6,0.4,0.8,0.5,3.7,4.6,0.807,1.5,3.9,5.4,0.6,0.7,2,1.9,3.3
772,Isaac Davis,UVU,18,19.2,12.1,4.6,6.7,0.683,0.2,0.6,0.4,2.8,3.9,0.714,2.4,1.3,3.7,0.9,0.8,0.4,1.6,3.3
773,Tae Davis,OKLA,18,30.9,12.1,4.4,9.4,0.465,0.3,1.2,0.227,3.1,4.3,0.714,1.5,3.8,5.3,1.9,0.4,0.1,1.8,3.1
774,Jaxon Kohler,MCHST,20,28.1,12.1,4.7,9.4,0.5,1.5,4.4,0.345,1.2,1.4,0.889,2.7,5.9,8.6,1.2,0.5,0.6,1.5,1.5
775,Tobi Lawal,VT,16,28.6,12.1,3.8,6.8,0.565,0.6,2.1,0.303,3.8,5.1,0.753,2.1,5.6,7.8,0.6,0.3,1,2.1,2.9
776,"Wes Peterson, Jr.",BNGH,16,38.4,12.1,4.3,10.6,0.4,1.4,3.5,0.393,2.2,2.8,0.795,0.5,4.6,5.1,1.8,0.7,0.5,2.1,2.1
777,DaSonte Bowen,STBN,17,35.9,12.1,4.4,9.9,0.44,0.6,1.6,0.393,2.7,3.2,0.852,0.3,2.1,2.4,5.3,1.5,0,2.6,2.5
778,Tunde Fasasi,W&M,18,28.5,12.1,4.1,8.6,0.474,1.4,4.1,0.351,2.5,3,0.833,1.1,3.8,4.8,2.6,1.1,0.8,1.1,2.4
779,R.J. Godfrey,CLEM,18,26.3,12.1,4.6,7.2,0.638,0.1,0.3,0.4,2.7,4.5,0.605,1.4,3.5,4.9,1.4,0.6,0.5,1.5,2.6
780,Jay Rodgers,CCSU,18,31.2,12.1,4,9.3,0.431,1.1,3.2,0.328,3,3.7,0.818,0.1,1.8,1.9,7,0.5,0.1,3.3,1.4
781,Boden Kapke,BOS,18,29.7,12.1,4.6,9.3,0.491,1.1,3.3,0.339,1.8,2.7,0.688,1.7,4.6,6.3,0.8,0.6,0.2,1.6,2.4
782,Jaquan Sanders,FAMU,18,32.6,12.1,3.7,9.7,0.385,2,6.1,0.327,2.6,3.2,0.825,0.9,2.7,3.6,4.2,0.7,0.1,2.5,2.3
783,Jaeden Mustaf,GT,18,29.4,12.1,4,8.7,0.459,0.9,2.1,0.421,3.2,4.3,0.74,1,3.7,4.7,2,0.4,0.2,1.4,2.4
784,Rienk Mast,UNL,19,29.7,12.1,4.7,11.3,0.416,1.3,4.6,0.284,1.4,1.7,0.813,2.1,3.4,5.5,2.7,0.3,0.3,1.6,1.8
785,Javan Buchanan,BOISE,19,26.9,12.1,3.8,8.4,0.45,1,3.2,0.317,3.5,4.2,0.825,1.5,2.8,4.3,1.3,0.5,0.2,1.1,2.1
786,Veljko Ilic,SHSU,20,24.8,12.1,5.4,9.1,0.597,0,0,0,1.3,3.4,0.368,2.4,4.2,6.6,2.1,0.7,0.7,1.6,1.8
787,Tucker DeVries,IU,20,35.2,12.1,4.2,10.7,0.394,2.3,7.1,0.317,1.4,1.7,0.848,0.4,4.3,4.7,3.4,1.2,0.5,1.2,2.4
788,Milos Nenadic,LIND,20,29.1,12.1,4.6,9.5,0.487,0.5,1.9,0.27,2.4,3.8,0.627,2.6,2.7,5.3,0.9,1.1,1.2,1.9,2.5
789,Colin Smith,UCSB,20,29.2,12.1,3.6,7.7,0.461,1.3,3.6,0.366,3.7,4.5,0.82,1.3,3,4.2,1.7,0.5,0.2,1.7,2.8
790,Andre Henry,UCI,20,24.2,12.1,4.3,8.8,0.491,1.3,3.6,0.366,2.2,2.7,0.796,0.2,2.6,2.8,1.2,1,0.1,1,1.5
791,B.J. Edwards,SMU,15,32.4,12,4.3,8.9,0.485,1.6,3.7,0.436,1.7,2.1,0.839,1.1,4.8,5.9,4.4,2.1,0.1,1.9,1.3
792,Sheldon Williams,TAMU-CC,22,26.4,12,4.5,8.1,0.551,0.3,1.1,0.25,2.8,4.2,0.667,1.8,5,6.8,0.9,0.8,0.5,1.6,3
793,Zion Sensely,UCSB,20,27.6,12,4.4,10,0.437,2.3,6.1,0.369,1.1,1.4,0.778,1.5,6.5,7.9,1,0.3,0.2,1.1,1.9
794,ND Okafor,WSU,18,24.1,12,4.9,8.6,0.578,0,0,0,2.1,3.1,0.691,2.3,3.6,5.9,1.2,0.4,1.4,2.2,3.1
795,Ari Fulton,NJIT,16,29.9,12,3.9,8.9,0.444,0.9,3.1,0.28,3.3,4.1,0.8,1.5,4.6,6.1,1.2,0.8,0.6,0.8,1.8
796,De'Vion Lavergne,LA,18,32.3,12,4.5,11.6,0.389,1.6,4.3,0.377,1.4,1.9,0.735,0.4,2.9,3.3,3.1,0.9,0.6,1.6,1.7
797,Dorion Staples,UMES,14,28.4,12,4.1,9.4,0.443,2.1,5.5,0.377,1.6,2,0.821,1,1.9,2.9,1.8,0.9,0.2,1.8,2.2
798,Jacob Meyer,UAB,16,29.4,12,4.6,11.7,0.39,1.1,3.4,0.327,1.8,2.3,0.778,0.4,3.7,4.1,1.1,1.1,0.1,1.1,1.9
799,Brandon Noel,OSU,4,21.3,12,5,6.8,0.741,0.3,0.8,0.333,1.8,2.3,0.778,1.5,2.5,4,0.8,0.3,0.5,1.8,2
800,Pharrel Payne,UMD,2,26.5,12,3,6,0.5,0,0,0,6,11,0.545,4.5,4.5,9,2,0,1.5,4,1.5
801,Noah Pagotto,TAMUC,22,28.9,12,4.5,8.2,0.556,0.7,1.9,0.39,2.1,2.9,0.734,2,4.6,6.5,1.2,1.1,0.7,1.2,3
802,Isaac Asuma,MINN,20,36.9,12,4.2,10.3,0.41,2,6.3,0.312,1.6,2.2,0.727,1,3.8,4.8,3.4,1.2,0.5,2.3,2.7
803,Jovan Milicevic,XAV,20,26.8,12,4.3,9.4,0.452,1.8,4,0.438,1.7,2.1,0.81,0.9,3,3.9,1.5,0.6,0.6,1.4,3.6
804,Giovanni Emejuru,ECAR,18,33.7,11.9,3.9,6.4,0.603,0,0.1,0,4.2,7,0.595,3.4,5.6,9,0.5,0.8,1.8,1.7,2.5
805,Rylan Griffen,TAMU,18,27.7,11.9,3.7,8.4,0.441,2.3,5.2,0.436,2.2,2.9,0.769,0.9,2.4,3.3,2.1,1.4,0.6,1.3,2.8
806,"Trent Middleton, Jr.",NC A&T,18,29.3,11.9,4.3,9.3,0.458,1,3.2,0.31,2.4,2.9,0.811,0.7,2.7,3.4,3,0.8,0.2,2.2,1.8
807,"Curtis Williams, Jr.",TULAN,18,32.2,11.9,4.1,10.6,0.387,2.2,6.3,0.354,1.5,1.6,0.931,0.6,3.7,4.3,1.2,1,0.7,1.5,1.4
808,"Juan Cranford, Jr.",EKU,18,26.6,11.9,3.9,9.8,0.401,2.5,6.9,0.363,1.6,1.9,0.8,0.8,1.7,2.4,1.9,0.6,0,0.8,2.9
809,David Bolden,NJIT,16,31.6,11.9,3.3,10.2,0.319,2.4,6.9,0.345,3.1,4.1,0.754,0.4,2,2.4,2.9,2.5,0,1.7,2.7
810,N.J. Benson,DEP,20,27.4,11.9,5,8.3,0.602,0,0.1,0,1.9,3.4,0.559,2.9,5.3,8.2,1.2,0.6,0.6,1.4,1.9
811,Andrew Meadow,BOISE,20,30.3,11.9,4.2,8.1,0.516,1.3,3.5,0.362,2.4,3.9,0.61,1,2.3,3.3,1,0.6,0.1,0.9,1.5
812,Rhyjon Blackwell,MRST,20,30.7,11.9,4.1,10.1,0.408,1.5,4.3,0.337,2.3,2.4,0.938,0.7,2.7,3.4,1.7,0.6,0.1,1.2,1.8
813,Damarion Dennis,UWYOM,19,25.1,11.9,4.4,8.7,0.503,1.3,3.7,0.343,1.9,2.1,0.9,1.1,2,3.1,1.2,0.6,0.3,0.5,1.5
814,Ethan Duncan,LIP,18,21.2,11.9,4.3,9,0.481,2.5,5.9,0.421,0.7,0.8,0.867,0.6,1.5,2.1,1.1,0.7,0.1,0.6,1.1
815,Jayden Cooper,USA,18,31.8,11.9,4.1,10.3,0.4,1.8,5,0.356,1.9,2.7,0.694,0.8,2.2,2.9,1,0.9,0,0.8,1.1
816,Chris Okeke,ALBNY,16,33.5,11.9,5.1,7.8,0.661,0,0,0,1.6,2.6,0.619,2.9,5.4,8.3,0.5,1.3,2,2.2,2.1
817,Trevian Carson,NDSU,16,32.3,11.9,4.4,9,0.493,1.3,3.3,0.404,1.7,1.8,0.964,1.6,4.3,5.9,3.5,1.6,0.6,1.5,2
818,Francis Folefac,SIENA,20,28.4,11.9,4.3,7.8,0.555,0.2,0.4,0.429,3.1,4.1,0.756,2,3.7,5.7,2.5,0.8,1.6,2,2.5
819,Matas Deniusas,UTM,20,27,11.9,4.1,9.9,0.411,1.4,4.4,0.307,2.4,3.2,0.75,1.8,4,5.8,1.7,1,1,1.5,2.2
820,Rueben Chinyelu,FLA,18,25.2,11.8,4.6,8.1,0.566,0,0.1,0,2.7,3.7,0.731,4.2,8,12.2,0.9,0.6,1.3,1.4,2.6
821,M.J. Williams,EKU,18,25.6,11.8,3.9,9.6,0.407,2,5.7,0.353,2.1,2.5,0.822,0.7,3.1,3.8,5.1,1.7,0,1.9,2.4
822,Boogie Fland,FLA,18,30.2,11.8,4.4,9.5,0.462,0.8,3.2,0.241,2.3,3.2,0.707,0.9,2.1,3,4.1,1.9,0,1.4,1.8
823,Tan Yildizoglu,VMI,18,33,11.8,4.3,10.9,0.391,1.2,4.5,0.272,2.1,3.1,0.661,0.9,3.1,3.9,5.2,1.2,0.1,2.3,2.4
824,Milos Uzan,U of H,18,32.9,11.8,4.2,10.1,0.42,2.3,5.6,0.42,1.1,1.4,0.731,0.3,1.9,2.2,3.7,0.9,0.1,1.2,1.3
825,Ben Bradford,CHAR,18,27.4,11.8,4.1,8.6,0.471,0.7,2.4,0.273,3.1,3.8,0.809,1.1,2.6,3.7,1.3,0.8,0.1,1.9,1.9
826,Corneilous Williams,UNA,17,33.5,11.8,4.5,8.5,0.524,0,0,0,2.9,4.3,0.671,3.8,5.1,8.9,0.8,0.5,0.6,1.2,2.4
827,Justin Page,NIAG,11,28.9,11.8,4.5,10.4,0.43,1.3,4.1,0.311,1.6,2,0.818,0.6,1.4,2,2.2,0.4,0.4,1.4,1.5
828,Hudson Mayes,UCSD,20,26.2,11.8,4.2,8.3,0.5,0.3,1.1,0.273,3.2,3.6,0.889,1.6,5,6.6,2,1.1,0.3,1.2,2.1
829,JaJuan Nicholls,TNTCH,20,19.2,11.8,4.4,7.4,0.595,0,0,0,3,4.1,0.732,2.3,3.3,5.6,0.5,0.4,0.7,1.1,1.6
830,Kooper Jacobi,EIU,20,34.2,11.8,4.7,11.3,0.416,0.7,3,0.233,1.7,3.2,0.531,2.7,4.4,7.1,1.5,1,0.4,1,2.2
831,Amael Letang,DAY,14,23.6,11.8,3.8,7.1,0.53,0.8,2.4,0.333,3.4,4.5,0.762,1.3,3.9,5.1,1.4,0.6,1.1,2.2,2.7
832,Jayden Williams,DART,14,27.2,11.8,3.9,9.9,0.388,2.4,7.2,0.327,1.7,2,0.857,1.2,2.6,3.9,0.9,0.7,0.6,1.4,2.2
833,Asjon Anderson,ALAST,14,23.5,11.8,3.2,10,0.321,1.5,5.1,0.292,3.9,4.3,0.9,0.4,1.5,1.9,2.9,0.9,0.1,2.8,1.4
834,Najimi George,UNH,18,35.4,11.8,4.2,10.1,0.412,1,3.8,0.261,2.4,3.9,0.629,0.9,3.4,4.4,1.8,0.8,0.3,1.9,1.9
835,Braeden Shrewsberry,ND,18,34.4,11.8,3.8,11.1,0.34,2.6,7.4,0.346,1.7,2.1,0.789,0.1,3.3,3.4,2.3,0.5,0.1,1.4,1.3
836,Gianni Hunt,TAMUC,22,33.1,11.8,3.5,9.2,0.381,1.5,4.6,0.327,3.3,4.3,0.766,0.5,3.6,4.1,5,1.6,0.1,2.6,2.2
837,Kylan Boswell,ILL,13,31.3,11.8,4.1,9.2,0.442,1.2,4,0.308,2.4,3,0.795,1.8,1.9,3.7,3.2,0.9,0,1.1,1.7
838,Sam Orme,BLMNT,17,23.6,11.8,4.6,7.8,0.591,1.4,3.4,0.421,1.2,1.8,0.645,0.9,2.9,3.8,1.5,0.9,0.7,0.8,2.9
839,Matt Hayman,ARKST,17,23.4,11.8,4.4,10.8,0.404,2,5.8,0.343,1.1,1.5,0.72,1.3,1.8,3.1,2.2,1,0.2,1.8,2.2
840,Chase Ross,MARQ,20,33.4,11.8,4.2,11.1,0.38,1,3.7,0.27,2.4,3.5,0.681,0.5,3.7,4.1,3.3,2.4,0.3,2.2,2.6
841,Logan Carey,MAINE,16,32.1,11.8,3.9,8.1,0.477,0.7,2.4,0.282,3.3,4.7,0.707,0.5,2.4,2.9,3.1,1.8,0.1,1.6,3.4
842,Ryan Myers,WKU,20,23.5,11.8,3.6,9.3,0.389,2.4,6.1,0.385,2.2,2.2,1,0.3,1.8,2.1,1.7,0.5,0,1.1,1.9
843,Sam Towns,BGSU,18,34.7,11.7,4,9.3,0.429,1.2,3.6,0.338,2.5,3.3,0.75,1.1,6.6,7.7,1.9,1.2,0.7,1.9,2.8
844,Nasir Mann,QUC,18,29.6,11.7,4.1,8.7,0.465,0.8,2.9,0.269,2.8,3.6,0.785,0.9,4.8,5.7,2.9,0.9,0.2,1.9,2.3
845,Brennan Watkins,CHATT,18,29.8,11.7,3.6,7.4,0.481,2.4,5.1,0.473,2.2,2.5,0.889,0.3,3.4,3.8,1.9,0.7,0,1.3,2.5
846,Kory Mincy,GMU,18,32.6,11.7,4.2,10,0.417,1.8,4.9,0.364,1.6,2,0.806,0.2,3.2,3.3,2.6,0.9,0.1,1.6,1.9
847,Rob Lawson,MORST,14,33.4,11.7,3.9,11.8,0.327,1.4,4.6,0.313,2.6,3.5,0.735,0.4,3.2,3.6,3.1,0.5,0.1,2.1,2.9
848,Tanner Hayhurst,SUU,17,34,11.7,3.7,7.3,0.508,1.7,3.6,0.468,2.6,2.9,0.88,1,2.8,3.8,1.5,0.8,0,1.1,1.7
849,Baboucarr Njie,UTSA,17,27.9,11.7,4.4,9.4,0.469,0.1,1.4,0.087,2.8,4.1,0.681,2.4,2.8,5.1,1.4,0.8,1.6,2.5,2.9
850,Jun Seok Yeo,SEA,17,32.1,11.7,4.1,10.5,0.385,1.4,5.6,0.25,2.2,3,0.725,0.9,2.9,3.8,1.5,0.8,0.4,2.4,2.1
851,Braedan Lue,KENN,20,27.2,11.7,4.3,9.7,0.44,0.6,2.4,0.25,2.6,3.6,0.722,2.4,2.7,5.1,0.9,1,1.7,1.5,3.3
852,Jacoby Hill,JKSNV,20,33.1,11.7,4.1,7.8,0.523,0.7,2,0.325,3,4.2,0.702,2.1,2.3,4.3,1.7,1.1,0.1,1.6,2.5
853,Demari Williams,HCU,20,26.7,11.7,3.7,7.9,0.462,0.8,2.4,0.333,3.6,4.4,0.828,1.5,2.3,3.8,1.1,0.8,0.2,1.4,1.8
854,Wesley Yates III,UWASH,16,31.3,11.7,4.2,11.8,0.354,2.1,6.9,0.297,1.3,1.5,0.833,0.6,1.8,2.4,1.5,1.5,0.3,1.3,2.1
855,Trae English,NICH,19,30.5,11.7,4.2,10.1,0.411,1.4,4.3,0.333,1.9,2.5,0.787,0.5,1.4,1.8,3.6,1.9,0.1,1.5,1.9
856,Jaylen Searles,NICH,22,25.7,11.7,3.9,9.7,0.399,1.9,5.5,0.347,2,2.8,0.738,0.8,3,3.9,1.9,1,0.5,1.5,2.5
857,Belal El Shakery,NEWHA,15,28.1,11.7,5.1,10.3,0.494,0,0.3,0,1.5,3.9,0.397,2.3,6.2,8.5,1.7,1,0.5,2,2
858,Bryce Eaton,STPC,20,29,11.7,4.1,10.7,0.385,1.6,5,0.32,1.9,2.3,0.804,0.7,2.5,3.2,4,1.1,0.2,2.5,1.6
859,Hermann Koffi,STONE,17,36.2,11.6,3.9,10,0.388,2.1,6,0.343,1.8,2.1,0.886,0.4,2.1,2.4,1.4,0.5,0,1.1,1.3
860,Baye Ndongo,GT,18,27.9,11.6,4.4,8.4,0.53,0.1,0.4,0.286,2.6,3.6,0.734,2.8,5.4,8.2,2.1,0.7,0.9,2.7,3.3
861,Tennessee Rainwater,MOYNE,18,28.4,11.6,3.7,6.6,0.559,0.6,1.6,0.379,3.7,5.1,0.725,0.9,4.6,5.5,2.1,0.8,0.2,2.1,2.4
862,Julen Iturbe,AMERU,18,27.7,11.6,4.5,9.2,0.491,1.5,4.2,0.355,1.1,1.6,0.679,1,4,5,2.6,0.6,0.3,1.7,3.1
863,Jalen Tot,APPST,18,28.8,11.6,3.6,9.9,0.363,3.2,8.8,0.367,1.1,1.6,0.69,0.3,1.8,2.2,1.3,0.8,0.1,0.9,1.5
864,Julius Mims,NMSU,20,29.9,11.6,4.8,8.4,0.569,0.4,1.2,0.292,1.7,2.8,0.618,3.2,6.5,9.6,0.7,0.4,0.7,1.1,2.7
865,Sincere Malone,NICH,22,33.3,11.5,3.8,8,0.477,0.4,1.5,0.265,3.5,4.3,0.811,1.7,3,4.7,3.3,1.7,0.3,2.5,2.4
866,A.C. Bryant,JKSNV,19,29.2,11.5,3.7,9.4,0.397,2.7,6.8,0.4,1.3,1.7,0.781,0.5,3.5,3.9,1.1,0.9,0.1,0.7,1.9
867,Aday Mara,MICH,20,22.8,11.5,4.6,7,0.657,0.1,0.2,0.667,2.2,3.6,0.611,2.1,4.2,6.3,2.5,0.4,2.7,1.8,2.2
868,AK Okereke,VANDY,18,27.4,11.5,3.6,6.6,0.538,1.1,2.4,0.455,3.3,4.3,0.766,1.2,2.3,3.5,1.9,0.7,0.7,1.1,3.6
869,Nait George,SYRA,18,33.2,11.5,3.6,8.9,0.406,1.3,4.1,0.315,3,3.5,0.857,0.6,2.4,3,5.3,1.3,0.3,3.3,2.4
870,"Eric Dailey, Jr.",UCLA,20,27.1,11.5,4.5,9.3,0.484,0.8,2.7,0.283,1.8,2.6,0.686,1.6,3.8,5.4,0.9,0.8,0.1,1.2,2.3
871,Stevie Elam,UWM,16,29.8,11.5,3.7,9.3,0.396,2,6.1,0.33,2.1,2.4,0.872,1.3,4,5.3,0.9,1.3,0.3,0.6,2.1
872,Sebastian Rancik,COLO,16,27.7,11.5,3.4,8.4,0.41,1.3,4.2,0.299,3.4,3.9,0.857,1.2,4.4,5.6,1.8,1,0.5,1.9,2.4
873,Jameel Morris,ALCST,16,31.4,11.5,3.9,8.1,0.485,0.8,2.2,0.343,2.9,3.6,0.807,0.4,2.1,2.6,3.6,2.1,0.1,2.2,3.2
874,Casey Simmons,YALE,14,26.9,11.5,4.7,7.7,0.611,0.8,1.6,0.5,1.3,2,0.643,1.1,2.8,3.9,1,0.9,0.9,0.6,2
875,Camp Wagner,INDST,20,28.8,11.5,4.1,10.6,0.384,2.3,6.6,0.348,1.1,1.3,0.88,0.6,3.3,3.9,1.9,0.8,0.4,1.6,2.4
876,Jacoi Hutchinson,LONG,16,28.9,11.5,4.1,9.9,0.409,0.6,2.2,0.257,2.8,3.1,0.9,0.8,3,3.8,3.1,1.3,0.1,1.9,1.9
877,Joshua Lewis,LA,6,22,11.5,4.3,7,0.619,1.8,3.3,0.55,1,1.2,0.857,0.8,2.8,3.7,1,0,0.3,0.8,3.7
878,Timo George,UP,2,16.5,11.5,5,6.5,0.769,0,0.5,0,1.5,3,0.5,2.5,2,4.5,0.5,0.5,0,1,3
879,Solomon Callaghan,WRST,19,29.1,11.5,3.4,7.6,0.451,2.3,5.5,0.41,2.4,2.6,0.918,0.5,1.7,2.2,1.1,0.6,0,0.8,1.8
880,Martel Williams,CALBU,17,31.8,11.5,3.8,10,0.376,1,3.1,0.327,2.9,3.6,0.82,1.3,3.3,4.6,1.4,0.6,0.2,1.8,2.2
881,Jaylen Washington,UTRGV,22,29.3,11.5,4.4,7.9,0.555,0.4,1.4,0.29,2.3,2.8,0.836,1,1.5,2.5,4.7,1,0.1,1.4,1.8
882,Jeremy Elyzee,SELU,22,30.6,11.5,4.3,9,0.477,0.5,1.7,0.27,2.4,3.3,0.712,1.7,2.9,4.6,1.6,0.9,0.8,1.8,2.3
883,Luke McEldon,MSMU,20,25.3,11.5,5.3,7.8,0.673,0,0.1,0,1,2.5,0.388,1.6,4.4,6,1.3,0.5,0.6,1.7,2.2
884,Kanye Clary,OKST,18,31.8,11.4,3.5,8.9,0.394,1.6,4.1,0.397,2.8,3.4,0.836,0.5,2.9,3.4,4.9,1.2,0,2.1,2.2
885,Justin Rochelin,PACI,18,31,11.4,3.8,7.8,0.489,1.3,2.8,0.46,2.5,3.1,0.818,1.9,5,6.9,1,1.1,0.2,2.1,3.1
886,Mark Butler,LAFAY,18,34.6,11.4,3.9,9.4,0.42,0.3,0.7,0.417,3.3,4.6,0.711,0.4,2.2,2.6,3.9,0.9,0.2,1,1.7
887,Michael Nwoko,LSU,18,21.8,11.4,3.7,7.1,0.523,0,0,0,4,5.1,0.791,2.6,3.3,5.9,0.9,0.4,0.6,1.8,3.5
888,Shaquil Bender,LBSU,19,23.3,11.4,4.2,10.4,0.404,1.7,4.6,0.375,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,2.4,2.2
889,Isaiah Gaines,SELU,22,28.5,11.4,4,7.5,0.537,0,0.4,0.125,3.4,5.2,0.649,2.5,4,6.5,1.5,0.8,1.3,2,2.6
890,Filip Borovicanin,XAV,20,32.6,11.4,4.1,10.1,0.408,1.3,3.3,0.379,2,2.3,0.867,2.1,5.7,7.7,4.4,1,0.4,2,2.8
891,Braxton Bayless,UALR,20,34.8,11.4,4.2,10.2,0.412,1,3.4,0.294,2,2.7,0.755,1.3,3.1,4.4,3.4,1.4,0.1,2.2,1.8
892,Andre Pasha,UNH,18,34.7,11.4,4.2,9.9,0.427,1.5,4.3,0.351,1.4,1.7,0.867,0.8,4.3,5.1,1.8,0.7,0.9,1.7,2.3
893,Trey Autry,GW,18,30.9,11.4,3.7,9.1,0.405,2.8,7.5,0.37,1.3,1.6,0.793,0.9,3.2,4.1,1.2,0.7,0.2,0.9,2.4
894,Carson Schwieger,QUC,18,27.1,11.4,3.8,8.7,0.442,2.9,7.1,0.414,0.8,1,0.778,0.8,2.4,3.2,0.6,0.7,0.1,0.8,2.4
895,Toneari Lane,SAND,18,27.2,11.4,3.9,8.9,0.444,2.7,5.5,0.485,0.8,1.1,0.75,0.6,1.6,2.1,0.9,0.5,0.2,0.7,1.4
896,Antonio Munoz,GRAMB,13,24.8,11.4,4,8.2,0.486,0.1,0.4,0.2,3.3,4.9,0.672,1.2,2.7,3.9,2,0.3,0.2,2.8,2.6
897,Lamin Sabally,IONA,19,30.1,11.4,4.5,7.3,0.612,0.1,0.1,0.5,2.4,3.9,0.6,3.1,5.6,8.7,2.7,1.3,0.3,1.6,1.8
898,Jacen Holloway,USMA,17,27.4,11.4,3.9,7.5,0.523,0.6,1.6,0.37,2.9,4.2,0.69,1.5,1.8,3.3,2.1,0.4,0.2,1.4,2.2
899,Grant Randall,QUIN,20,32.9,11.4,4,9.1,0.44,1.1,3.8,0.289,2.3,3,0.75,2.2,4.5,6.7,1.1,0.7,0.8,0.7,2.1
900,Nik Graves,CREI,20,27.6,11.4,3.3,8.4,0.395,1.3,3.9,0.333,3.5,4,0.863,0.5,2.5,2.9,4.9,1,0.2,1.7,2
901,J.J. Harper,LBRTY,20,27.3,11.4,4,6.9,0.584,0.9,2.4,0.362,2.5,3.6,0.704,0.9,1.7,2.6,1.6,1.2,1.1,0.6,2.9
902,Tyon Grant-Foster,ZAGS,18,22.8,11.3,4.1,8.4,0.487,0.5,1.7,0.3,2.6,4.7,0.56,1.2,3.7,4.9,1.4,0.9,1.2,1.3,1.9
